delivery_id,source_city,destination_city,source_lat,source_long,dest_lat,dest_long,distance_km,vehicle_type,driver_id,package_weight_kg,order_time,scheduled_delivery_time,actual_delivery_time,traffic_level,weather_condition,road_type,delay_minutes,is_delayed
DLV003438,Bangalore,Chennai,13.29481,77.803305,12.713962,80.438099,292.67,Van,DRV075,5.05,2023-12-02 01:12:00,2023-12-02 10:57:20.937177,2023-12-02 11:30:20.937177,5,Snow,Rural,33.0,1
DLV003439,Kolkata,Coimbatore,22.961687,88.289432,10.930317,76.898658,1802.9,Motorcycle,DRV009,33.38,2023-04-03 10:36:00,2023-04-06 01:42:04.872591,2023-04-06 05:36:04.872591,10,Fog,Rural,234.0,1
DLV003440,Ahmedabad,Chennai,22.725172,72.738929,13.232433,80.671909,1347.56,Truck,DRV072,12.32,2023-10-05 22:28:00,2023-10-08 14:08:20.322670,2023-10-08 17:49:20.322670,7,Fog,City,221.0,1
DLV003441,Indore,Kolkata,23.050393,76.296166,22.941433,88.732594,1272.65,Motorcycle,DRV010,1.52,2023-04-14 09:01:00,2023-04-16 02:22:39.980510,2023-04-16 04:17:39.980510,10,Rain,Rural,115.0,1
DLV003442,Vadodara,Bhopal,21.863715,73.358874,23.088102,77.380376,435.03,Motorcycle,DRV038,30.7,2023-12-09 22:41:00,2023-12-10 08:56:01.594347,2023-12-10 10:57:01.594347,9,Rain,Highway,121.0,1
DLV003443,Kolkata,Coimbatore,22.754328,88.775675,11.342237,76.906397,1787.51,Truck,DRV082,1.85,2023-11-16 21:52:00,2023-11-18 17:39:38.160905,2023-11-18 17:24:38.160905,1,Fog,Rural,-15.0,0
DLV003444,Patna,Kolkata,25.466527,84.748646,23.043706,88.437817,460.89,Van,DRV061,4.07,2023-03-04 11:59:00,2023-03-05 01:30:09.753310,2023-03-05 01:59:09.753310,2,Snow,Rural,29.0,1
DLV003445,Hyderabad,Bangalore,17.012806,78.339506,13.018639,77.627486,450.66,Car,DRV066,8.53,2023-08-01 01:21:00,2023-08-01 22:38:37.775606,2023-08-01 22:45:37.775606,7,Fog,City,7.0,0
DLV003446,Chennai,Surat,12.720486,79.812425,21.049826,72.953861,1178.6,Truck,DRV098,3.47,2023-01-18 07:03:00,2023-01-19 18:48:03.533047,2023-01-19 19:56:03.533047,8,Rain,Rural,68.0,1
DLV003447,Nagpur,Vadodara,20.75764,78.901528,22.224961,72.84066,647.9,Truck,DRV031,3.11,2023-12-14 00:13:00,2023-12-14 15:31:23.643652,2023-12-14 15:08:23.643652,7,Fog,Highway,-23.0,0
DLV003448,Coimbatore,Kolkata,10.563318,76.975635,22.320497,87.959274,1753.52,Motorcycle,DRV098,7.48,2023-11-02 15:42:00,2023-11-05 17:47:10.969754,2023-11-05 17:21:10.969754,6,Rain,City,-26.0,0
DLV003449,Pune,Thane,18.444313,74.271841,19.442492,73.293716,151.33,Motorcycle,DRV074,13.09,2023-08-01 15:16:00,2023-08-01 19:02:59.942206,2023-08-01 18:43:59.942206,5,Snow,Highway,-19.0,0
DLV003450,Nagpur,Visakhapatnam,21.011226,78.769843,17.87346,83.71345,624.75,Motorcycle,DRV039,29.6,2023-12-14 16:34:00,2023-12-15 15:55:00.719999,2023-12-15 16:03:00.719999,3,Rain,City,8.0,0
DLV003451,Surat,Delhi,21.137559,73.054779,28.608992,77.140933,927.21,Van,DRV067,8.46,2023-07-07 03:48:00,2023-07-07 18:52:01.688087,2023-07-07 18:37:01.688087,6,Clear,Highway,-15.0,0
DLV003452,Ahmedabad,Surat,22.889396,72.820173,21.544472,73.213985,154.95,Motorcycle,DRV010,0.54,2023-06-13 14:27:00,2023-06-13 20:01:40.931840,2023-06-13 20:39:40.931840,7,Snow,Rural,38.0,1
DLV003453,Delhi,Bhopal,28.341599,77.604909,23.101451,77.221908,583.94,Van,DRV078,2.9,2023-10-06 06:32:00,2023-10-06 20:46:00.575027,2023-10-07 00:45:00.575027,10,Rain,Highway,239.0,1
DLV003454,Delhi,Pune,28.166866,77.082618,18.741866,73.683658,1103.68,Car,DRV041,21.88,2023-09-18 13:03:00,2023-09-19 18:56:29.009113,2023-09-19 18:50:29.009113,5,Rain,Rural,-6.0,0
DLV003455,Pune,Jaipur,18.649959,74.016819,27.146136,76.18443,970.4,Truck,DRV100,2.19,2023-10-04 18:09:00,2023-10-06 17:27:25.325893,2023-10-06 19:38:25.325893,10,Rain,City,131.0,1
DLV003456,Kanpur,Visakhapatnam,26.268826,80.264067,17.900691,82.731622,964.51,Van,DRV044,5.78,2023-02-09 10:55:00,2023-02-10 22:55:30.736320,2023-02-10 23:05:30.736320,8,Snow,Rural,10.0,0
DLV003457,Chennai,Thane,12.898485,80.550543,19.389158,73.20984,1065.25,Truck,DRV069,12.89,2023-10-06 00:52:00,2023-10-06 22:30:16.423891,2023-10-06 22:09:16.423891,5,Rain,Highway,-21.0,0
DLV003458,Bhopal,Bangalore,23.442083,77.352262,13.455198,77.663673,1110.97,Car,DRV015,13.64,2023-12-07 16:47:00,2023-12-08 20:58:27.565397,2023-12-08 23:56:27.565397,9,Fog,Highway,178.0,1
DLV003459,Jaipur,Patna,26.615169,75.580113,25.787662,85.56234,999.9,Car,DRV093,3.36,2023-04-03 06:40:00,2023-04-04 03:39:52.597959,2023-04-04 04:11:52.597959,4,Fog,Highway,32.0,1
DLV003460,Visakhapatnam,Surat,17.846988,83.04843,21.547359,72.438679,1184.06,Car,DRV097,1.75,2023-12-22 05:26:00,2023-12-23 05:51:16.651778,2023-12-23 06:36:16.651778,10,Cloudy,Highway,45.0,1
DLV003461,Coimbatore,Chennai,10.554782,76.664286,12.868788,79.883627,434.8,Truck,DRV093,31.51,2023-10-20 08:05:00,2023-10-20 19:23:17.326438,2023-10-20 18:53:17.326438,4,Rain,Rural,-30.0,0
DLV003462,Indore,Kolkata,22.445002,75.598023,22.647309,88.424543,1317.02,Motorcycle,DRV031,2.41,2023-12-17 18:16:00,2023-12-18 22:48:07.756285,2023-12-18 23:26:07.756285,6,Clear,Rural,38.0,1
DLV003463,Vadodara,Kolkata,22.575929,73.439013,22.743288,88.313031,1525.72,Motorcycle,DRV069,9.66,2023-09-29 07:05:00,2023-09-30 15:07:24.611254,2023-09-30 16:05:24.611254,1,Snow,Highway,58.0,1
DLV003464,Mumbai,Ahmedabad,19.566198,73.19707,22.56681,72.391994,343.95,Truck,DRV065,17.34,2023-03-19 13:30:00,2023-03-20 03:28:22.410238,2023-03-20 04:11:22.410238,5,Rain,City,43.0,1
DLV003465,Surat,Vadodara,21.242076,73.05257,22.357536,73.46733,131.22,Car,DRV047,3.16,2023-08-15 03:27:00,2023-08-15 06:41:51.432819,2023-08-15 07:05:51.432819,7,Cloudy,Rural,24.0,1
DLV003466,Nagpur,Delhi,20.699717,79.161514,28.8025,77.03515,926.15,Car,DRV023,4.12,2023-10-04 13:58:00,2023-10-06 00:21:00.242595,2023-10-06 00:10:00.242595,7,Cloudy,City,-11.0,0
DLV003467,Bhopal,Indore,23.373484,76.964757,22.318893,76.059455,149.52,Van,DRV088,31.53,2023-12-15 16:52:00,2023-12-15 19:20:01.561849,2023-12-15 19:58:01.561849,4,Cloudy,Highway,38.0,1
DLV003468,Vadodara,Bhopal,22.638921,73.533822,22.932068,77.398886,397.56,Truck,DRV067,2.42,2023-11-03 20:40:00,2023-11-04 18:55:48.677737,2023-11-04 18:50:48.677737,8,Snow,City,-5.0,0
DLV003469,Pune,Bangalore,18.754327,74.130681,13.256276,77.322767,700.03,Car,DRV026,10.75,2023-05-05 00:54:00,2023-05-06 02:53:19.656628,2023-05-06 02:48:19.656628,7,Cloudy,City,-5.0,0
DLV003470,Chennai,Vadodara,13.323786,80.08984,21.911905,73.397946,1188.96,Van,DRV031,2.05,2023-04-17 22:56:00,2023-04-20 13:21:13.674502,2023-04-20 15:33:13.674502,10,Fog,City,132.0,1
DLV003471,Visakhapatnam,Lucknow,17.486498,82.884863,26.494424,80.76111,1025.22,Van,DRV081,1.29,2023-02-16 13:51:00,2023-02-18 05:50:00.726938,2023-02-18 05:34:00.726938,4,Rain,City,-16.0,0
DLV003472,Hyderabad,Delhi,16.905662,78.083608,28.404403,77.368704,1280.69,Van,DRV050,23.1,2023-07-30 07:49:00,2023-08-01 11:21:52.522950,2023-08-01 11:24:52.522950,3,Fog,City,3.0,0
DLV003473,Jaipur,Indore,26.510915,75.847957,22.339486,75.569315,464.7,Motorcycle,DRV040,4.82,2023-02-07 09:48:00,2023-02-07 19:52:06.462218,2023-02-07 19:46:06.462218,6,Clear,Rural,-6.0,0
DLV003474,Chennai,Pune,13.413753,79.869591,18.165133,73.663158,848.41,Motorcycle,DRV010,54.76,2023-02-23 20:00:00,2023-02-25 05:49:48.807663,2023-02-25 06:30:48.807663,9,Cloudy,City,41.0,1
DLV003475,Delhi,Bangalore,28.879766,77.014759,12.880019,77.396204,1779.53,Truck,DRV050,31.4,2023-01-04 09:26:00,2023-01-05 12:20:55.294784,2023-01-05 12:11:55.294784,2,Cloudy,Highway,-9.0,0
DLV003476,Pune,Vadodara,18.678757,73.870954,21.896878,73.323934,362.36,Van,DRV093,9.43,2023-07-14 04:57:00,2023-07-14 20:53:37.293281,2023-07-14 21:03:37.293281,2,Snow,City,10.0,0
DLV003477,Visakhapatnam,Surat,17.34217,83.132883,21.299313,73.113329,1139.34,Motorcycle,DRV041,22.75,2023-08-29 07:54:00,2023-08-30 08:53:39.393018,2023-08-30 08:40:39.393018,7,Rain,Highway,-13.0,0
DLV003478,Chennai,Ahmedabad,12.731742,80.116829,22.565412,72.790877,1340.23,Truck,DRV045,24.85,2023-05-17 23:16:00,2023-05-19 12:07:23.199280,2023-05-19 11:37:23.199280,2,Clear,City,-30.0,0
DLV003479,Bhopal,Kolkata,23.712486,77.17671,22.160297,88.33947,1155.74,Motorcycle,DRV004,8.71,2023-03-28 07:42:00,2023-03-29 14:02:17.260328,2023-03-29 13:38:17.260328,1,Clear,City,-24.0,0
DLV003480,Jaipur,Surat,26.459177,76.261572,21.49885,72.462694,673.07,Motorcycle,DRV030,22.92,2023-04-24 21:12:00,2023-04-25 15:42:34.360681,2023-04-25 15:32:34.360681,2,Clear,City,-10.0,0
DLV003481,Nagpur,Jaipur,21.567598,79.038888,26.784298,75.748353,669.16,Van,DRV022,11.83,2023-10-16 17:44:00,2023-10-18 02:21:17.588103,2023-10-18 04:07:17.588103,10,Rain,City,106.0,1
DLV003482,Patna,Surat,25.153348,85.595204,20.817984,73.076668,1368.34,Van,DRV046,19.84,2023-12-01 05:03:00,2023-12-02 13:39:43.955193,2023-12-02 13:34:43.955193,6,Cloudy,Rural,-5.0,0
DLV003483,Vadodara,Mumbai,22.443337,72.868728,18.746732,73.248028,412.93,Van,DRV021,45.72,2023-08-02 19:27:00,2023-08-03 09:32:28.995243,2023-08-03 09:32:28.995243,1,Rain,City,0.0,0
DLV003484,Ahmedabad,Chennai,23.026571,72.798754,13.061942,80.05808,1347.12,Motorcycle,DRV096,2.87,2023-11-04 02:14:00,2023-11-05 22:41:17.335748,2023-11-05 22:21:17.335748,4,Cloudy,City,-20.0,0
DLV003485,Nagpur,Delhi,21.009183,79.447278,28.581935,76.922449,879.69,Truck,DRV063,3.14,2023-05-09 19:25:00,2023-05-10 16:08:39.504217,2023-05-10 15:56:39.504217,9,Rain,Highway,-12.0,0
DLV003486,Delhi,Jaipur,28.351068,77.401445,27.192161,75.526336,225.03,Car,DRV083,12.08,2023-07-21 11:16:00,2023-07-21 18:34:48.441502,2023-07-21 20:15:48.441502,10,Rain,Rural,101.0,1
DLV003487,Nagpur,Vadodara,20.902769,78.895321,22.405218,72.853016,646.36,Van,DRV025,10.07,2023-04-26 00:33:00,2023-04-26 19:24:07.488278,2023-04-26 20:46:07.488278,5,Fog,Rural,82.0,1
DLV003488,Ahmedabad,Chennai,23.301598,72.572329,12.946533,80.202743,1404.84,Van,DRV066,3.73,2023-06-13 00:21:00,2023-06-15 03:16:32.062474,2023-06-15 03:07:32.062474,9,Clear,City,-9.0,0
DLV003489,Surat,Mumbai,21.058608,73.291085,19.34409,72.585787,204.36,Motorcycle,DRV016,17.1,2023-10-13 04:58:00,2023-10-13 14:15:53.898397,2023-10-13 15:28:53.898397,8,Rain,City,73.0,1
DLV003490,Visakhapatnam,Jaipur,17.799786,83.186684,27.222527,76.054906,1277.72,Motorcycle,DRV033,0.81,2023-08-29 18:44:00,2023-08-31 01:11:08.065598,2023-08-31 02:43:08.065598,2,Rain,Rural,92.0,1
DLV003491,Jaipur,Mumbai,26.917558,76.141729,19.32709,73.156282,897.42,Van,DRV026,12.67,2023-12-30 08:22:00,2023-12-31 14:43:45.966736,2023-12-31 14:46:45.966736,9,Fog,Rural,3.0,0
DLV003492,Indore,Kanpur,22.991826,76.284246,26.01303,80.459657,539.69,Car,DRV097,5.35,2023-04-17 15:18:00,2023-04-18 10:43:43.180791,2023-04-18 10:41:43.180791,7,Snow,Rural,-2.0,0
DLV003493,Chennai,Jaipur,12.727328,80.274597,26.568147,75.415379,1620.43,Car,DRV049,3.35,2023-01-30 09:54:00,2023-02-02 00:17:11.359196,2023-02-02 03:36:11.359196,2,Fog,City,199.0,1
DLV003494,Mumbai,Ahmedabad,18.898838,72.546644,23.464195,72.391405,507.9,Car,DRV067,5.57,2023-11-01 06:32:00,2023-11-02 01:30:57.871029,2023-11-02 01:37:57.871029,3,Rain,City,7.0,0
DLV003495,Lucknow,Mumbai,26.680654,81.286058,19.223756,73.087872,1179.17,Motorcycle,DRV028,12.23,2023-10-25 07:49:00,2023-10-26 15:39:15.373651,2023-10-26 18:03:15.373651,7,Snow,Highway,144.0,1
DLV003496,Visakhapatnam,Bhopal,17.393801,83.707539,23.590856,77.501573,944.48,Motorcycle,DRV017,8.62,2023-12-20 13:26:00,2023-12-22 03:05:40.059219,2023-12-22 03:26:40.059219,9,Cloudy,City,21.0,1
DLV003497,Thane,Pune,19.380672,73.126926,18.078796,73.574716,152.25,Car,DRV061,7.7,2023-09-25 02:29:00,2023-09-25 06:17:22.335687,2023-09-25 06:02:22.335687,5,Snow,Highway,-15.0,0
DLV003498,Kanpur,Ahmedabad,26.328254,80.593938,23.047019,72.084563,933.63,Car,DRV050,12.87,2023-05-18 05:39:00,2023-05-19 00:54:21.946377,2023-05-19 01:48:21.946377,10,Cloudy,Highway,54.0,1
DLV003499,Nagpur,Ahmedabad,21.382038,79.320418,22.687649,73.02806,664.56,Motorcycle,DRV018,5.87,2023-12-24 12:02:00,2023-12-25 05:41:57.951527,2023-12-25 06:34:57.951527,9,Cloudy,Rural,53.0,1
DLV003500,Vadodara,Bhopal,21.921936,73.284482,23.135351,77.265773,430.58,Truck,DRV038,1.63,2023-12-27 00:05:00,2023-12-27 16:13:48.118514,2023-12-27 16:02:48.118514,10,Clear,City,-11.0,0
DLV003501,Bhopal,Kanpur,23.586877,76.922162,26.747847,80.403349,496.21,Motorcycle,DRV094,7.68,2023-09-08 06:43:00,2023-09-09 00:57:08.392056,2023-09-09 01:06:08.392056,1,Fog,City,9.0,0
DLV003502,Delhi,Coimbatore,28.169279,76.759645,11.399953,77.297014,1865.5,Car,DRV059,9.13,2023-10-01 02:38:00,2023-10-05 07:22:13.796073,2023-10-05 10:24:13.796073,7,Snow,City,182.0,1
DLV003503,Bhopal,Ahmedabad,23.10579,77.530632,23.012091,73.038564,459.69,Car,DRV013,13.01,2023-01-17 21:12:00,2023-01-18 09:09:06.675102,2023-01-18 09:04:06.675102,6,Snow,Highway,-5.0,0
DLV003504,Vadodara,Coimbatore,22.516057,73.643987,11.088062,76.540967,1307.46,Van,DRV007,4.56,2023-09-23 23:01:00,2023-09-25 11:37:32.316336,2023-09-25 15:16:32.316336,8,Snow,Highway,219.0,1
DLV003505,Jaipur,Pune,27.009799,75.973881,18.240721,73.750813,1001.34,Van,DRV061,1.37,2024-01-01 05:51:00,2024-01-02 06:02:56.542596,2024-01-02 06:01:56.542596,9,Clear,Rural,-1.0,0
DLV003506,Bangalore,Bhopal,12.846548,77.227687,23.700647,77.663094,1207.79,Van,DRV050,27.55,2023-06-13 16:29:00,2023-06-14 18:58:45.416774,2023-06-14 18:35:45.416774,7,Rain,Highway,-23.0,0
DLV003507,Delhi,Lucknow,28.115143,77.474613,27.086495,80.455931,315.25,Motorcycle,DRV057,27.69,2023-10-12 22:26:00,2023-10-13 04:46:39.761438,2023-10-13 04:26:39.761438,3,Fog,Highway,-20.0,0
DLV003508,Vadodara,Bangalore,22.259951,73.459186,12.897058,77.248463,1115.69,Truck,DRV099,1.47,2023-10-28 03:10:00,2023-10-29 18:12:57.284951,2023-10-29 20:45:57.284951,10,Fog,Rural,153.0,1
DLV003509,Kolkata,Lucknow,23.049016,88.10594,27.064392,80.589356,878.69,Van,DRV080,3.86,2023-07-27 00:40:00,2023-07-28 03:14:48.892261,2023-07-28 03:19:48.892261,2,Cloudy,City,5.0,0
DLV003510,Kanpur,Indore,26.142132,80.28186,22.376763,75.916707,609.09,Truck,DRV060,1.09,2024-01-01 07:03:00,2024-01-02 00:06:16.756380,2024-01-02 03:21:16.756380,8,Snow,Highway,195.0,1
DLV003511,Kanpur,Indore,26.613613,79.894334,23.090732,75.542841,588.31,Car,DRV064,14.59,2023-01-12 15:52:00,2023-01-13 13:55:41.255009,2023-01-13 14:55:41.255009,10,Clear,City,60.0,1
DLV003512,Hyderabad,Lucknow,17.353751,78.486096,26.474855,81.251936,1053.47,Motorcycle,DRV001,2.32,2023-01-03 01:47:00,2023-01-04 07:16:49.614551,2023-01-04 09:17:49.614551,8,Snow,Highway,121.0,1
DLV003513,Hyderabad,Delhi,17.502054,78.122082,28.487899,77.51941,1223.12,Car,DRV040,2.87,2023-01-21 14:49:00,2023-01-23 05:29:52.159673,2023-01-23 05:09:52.159673,3,Cloudy,City,-20.0,0
DLV003514,Kolkata,Surat,22.445377,88.106594,21.187666,73.174461,1547.14,Motorcycle,DRV096,8.71,2023-06-06 04:29:00,2023-06-07 22:23:06.243610,2023-06-08 01:27:06.243610,5,Rain,Rural,184.0,1
DLV003515,Surat,Chennai,21.106467,72.764442,13.488051,80.346885,1168.05,Motorcycle,DRV015,1.47,2023-11-25 19:30:00,2023-11-27 22:44:53.002450,2023-11-27 22:31:53.002450,7,Rain,City,-13.0,0
DLV003516,Bhopal,Nagpur,23.367623,77.48851,21.042651,79.578896,336.36,Car,DRV072,11.59,2023-12-26 21:46:00,2023-12-27 07:58:10.289733,2023-12-27 07:48:10.289733,8,Rain,Rural,-10.0,0
DLV003517,Pune,Coimbatore,18.902291,74.106286,11.054146,76.91786,923.36,Truck,DRV046,4.16,2023-11-28 22:37:00,2023-11-30 06:56:03.500954,2023-11-30 06:38:03.500954,8,Clear,City,-18.0,0
DLV003518,Indore,Mumbai,22.993561,75.811449,19.45827,72.525611,520.07,Van,DRV061,2.91,2023-05-29 07:44:00,2023-05-29 21:23:06.461216,2023-05-29 22:02:06.461216,1,Clear,City,39.0,1
DLV003519,Delhi,Bangalore,28.622247,77.355966,12.988448,77.983827,1739.61,Motorcycle,DRV016,2.62,2023-04-13 03:26:00,2023-04-16 16:40:27.694239,2023-04-16 17:40:27.694239,8,Fog,City,60.0,1
DLV003520,Bhopal,Hyderabad,23.493215,77.318071,17.512607,78.756558,681.66,Truck,DRV058,32.35,2023-10-22 22:47:00,2023-10-23 15:29:02.364466,2023-10-23 15:19:02.364466,8,Fog,Highway,-10.0,0
DLV003521,Mumbai,Bhopal,19.124216,72.917204,22.848134,77.323382,616.93,Motorcycle,DRV023,1.15,2023-12-23 14:10:00,2023-12-24 07:07:55.819868,2023-12-24 06:50:55.819868,10,Cloudy,Rural,-17.0,0
DLV003522,Patna,Surat,25.994882,85.544131,21.492117,72.706398,1398.39,Van,DRV063,69.73,2023-07-28 14:25:00,2023-07-29 22:13:48.366143,2023-07-30 00:32:48.366143,8,Rain,Highway,139.0,1
DLV003523,Ahmedabad,Bangalore,23.239799,72.466688,12.704194,77.437503,1283.67,Car,DRV082,6.0,2023-04-29 18:04:00,2023-05-01 12:51:20.336559,2023-05-01 15:54:20.336559,5,Snow,Rural,183.0,1
DLV003524,Chennai,Nagpur,13.043442,80.726181,20.959211,79.490654,889.92,Car,DRV007,4.34,2023-05-25 12:51:00,2023-05-26 12:43:46.716249,2023-05-26 13:11:46.716249,3,Fog,Rural,28.0,1
DLV003525,Thane,Mumbai,18.947158,72.669069,19.094995,73.050211,43.31,Car,DRV089,1.02,2023-02-25 10:45:00,2023-02-25 11:44:45.917615,2023-02-25 12:15:45.917615,3,Snow,Highway,31.0,1
DLV003526,Mumbai,Patna,19.288621,72.888861,25.254459,85.532065,1459.22,Truck,DRV012,4.39,2023-03-11 04:50:00,2023-03-12 13:39:56.694035,2023-03-12 13:29:56.694035,7,Clear,Rural,-10.0,0
DLV003527,Lucknow,Mumbai,26.639606,81.177331,19.355916,73.340858,1139.24,Motorcycle,DRV030,82.96,2023-11-22 05:17:00,2023-11-23 08:26:06.460486,2023-11-23 10:08:06.460486,2,Rain,Rural,102.0,1
DLV003528,Jaipur,Ahmedabad,26.747276,75.965479,22.985883,72.509052,544.47,Motorcycle,DRV029,7.16,2023-12-26 05:32:00,2023-12-26 18:52:22.293117,2023-12-26 22:13:22.293117,8,Fog,Highway,201.0,1
DLV003529,Bangalore,Jaipur,13.327068,77.144769,27.294362,76.13937,1556.6,Van,DRV043,0.29,2023-08-20 07:11:00,2023-08-21 09:27:03.597287,2023-08-21 11:08:03.597287,7,Clear,Highway,101.0,1
DLV003530,Vadodara,Indore,22.169007,73.675374,22.330769,75.947915,234.57,Motorcycle,DRV046,61.07,2023-06-20 11:08:00,2023-06-20 16:28:11.124236,2023-06-20 18:57:11.124236,6,Fog,Highway,149.0,1
DLV003531,Nagpur,Patna,21.327482,79.52253,25.874303,85.281447,774.35,Van,DRV047,5.53,2023-03-22 19:23:00,2023-03-23 12:48:22.373753,2023-03-23 12:35:22.373753,7,Clear,Rural,-13.0,0
DLV003532,Lucknow,Bangalore,26.485542,81.327413,13.221221,77.852137,1518.78,Truck,DRV099,3.07,2023-04-08 10:59:00,2023-04-10 03:21:26.975877,2023-04-10 03:11:26.975877,9,Cloudy,Rural,-10.0,0
DLV003533,Vadodara,Indore,22.459457,73.188244,22.369571,75.687395,257.09,Truck,DRV052,11.22,2023-05-07 10:27:00,2023-05-07 14:47:18.177862,2023-05-07 14:39:18.177862,7,Clear,Highway,-8.0,0
DLV003534,Bangalore,Indore,12.631829,77.796714,22.911855,75.817004,1162.08,Van,DRV062,3.76,2023-10-28 14:44:00,2023-10-30 01:35:44.961882,2023-10-30 01:21:44.961882,10,Snow,Highway,-14.0,0
DLV003535,Surat,Kanpur,20.805429,72.645901,26.269993,80.532285,1007.29,Truck,DRV009,3.7,2023-03-30 14:51:00,2023-04-01 07:46:16.748782,2023-04-01 11:31:16.748782,5,Rain,City,225.0,1
DLV003536,Mumbai,Hyderabad,19.295164,73.046213,17.633121,78.175629,571.66,Car,DRV055,13.15,2023-12-19 05:07:00,2023-12-20 06:11:53.409499,2023-12-20 08:08:53.409499,7,Rain,City,117.0,1
DLV003537,Indore,Bangalore,22.37719,75.594184,12.837472,77.888265,1088.19,Motorcycle,DRV020,9.76,2023-12-25 13:49:00,2023-12-26 14:50:42.517201,2023-12-26 16:46:42.517201,3,Snow,Highway,116.0,1
DLV003538,Jaipur,Visakhapatnam,26.47103,75.298856,17.885939,82.997787,1240.1,Van,DRV095,8.63,2023-12-13 16:06:00,2023-12-14 11:28:35.404859,2023-12-14 12:20:35.404859,5,Clear,Highway,52.0,1
DLV003539,Bhopal,Bangalore,23.093979,77.459402,12.574013,77.737294,1170.14,Motorcycle,DRV006,22.13,2023-10-12 19:56:00,2023-10-14 04:41:49.632856,2023-10-14 04:46:49.632856,8,Snow,Highway,5.0,0
DLV003540,Hyderabad,Kolkata,17.719007,78.157811,23.003473,88.394588,1217.62,Car,DRV066,1.74,2023-02-26 15:48:00,2023-02-27 09:22:45.646980,2023-02-27 08:53:45.646980,1,Cloudy,Highway,-29.0,0
DLV003541,Kanpur,Vadodara,26.872828,80.03963,22.411763,73.085087,860.0,Van,DRV043,12.49,2023-12-02 16:02:00,2023-12-03 06:48:52.342875,2023-12-03 07:21:52.342875,5,Cloudy,Highway,33.0,1
DLV003542,Kanpur,Delhi,26.444415,80.744885,28.491017,76.92898,439.87,Van,DRV089,28.78,2023-01-25 10:24:00,2023-01-26 07:07:43.939671,2023-01-26 07:14:43.939671,9,Rain,City,7.0,0
DLV003543,Surat,Delhi,21.278301,72.955128,28.552995,77.19561,914.76,Truck,DRV014,5.97,2023-05-01 02:06:00,2023-05-02 06:54:53.779968,2023-05-02 07:41:53.779968,7,Fog,Rural,47.0,1
DLV003544,Bangalore,Pune,13.447177,77.821066,18.935445,73.660561,754.73,Motorcycle,DRV056,5.54,2023-08-18 13:49:00,2023-08-19 11:42:13.507265,2023-08-19 14:10:13.507265,9,Snow,Highway,148.0,1
DLV003545,Surat,Patna,21.412067,73.045103,25.38879,85.188416,1315.04,Truck,DRV051,5.25,2023-03-23 01:29:00,2023-03-25 04:19:52.931581,2023-03-25 04:05:52.931581,9,Snow,Rural,-14.0,0
DLV003546,Surat,Kanpur,21.497379,73.163969,26.800501,80.635324,960.0,Van,DRV023,74.0,2023-07-19 00:55:00,2023-07-19 14:46:36.009668,2023-07-19 15:17:36.009668,1,Cloudy,Highway,31.0,1
DLV003547,Thane,Nagpur,19.206383,72.859538,21.477176,79.078401,695.72,Car,DRV088,7.75,2023-07-01 15:45:00,2023-07-02 15:13:49.995529,2023-07-02 15:15:49.995529,7,Clear,City,2.0,0
DLV003548,Hyderabad,Ahmedabad,17.02685,78.678329,22.858421,72.332059,927.33,Van,DRV037,1.42,2023-10-22 19:22:00,2023-10-23 23:11:11.351410,2023-10-23 23:06:11.351410,4,Clear,City,-5.0,0
DLV003549,Lucknow,Hyderabad,27.303209,81.223081,17.67207,78.610422,1103.94,Car,DRV035,11.98,2023-06-30 01:33:00,2023-07-01 06:31:42.686881,2023-07-01 08:04:42.686881,10,Fog,Highway,93.0,1
DLV003550,Chennai,Jaipur,13.181474,80.731824,26.603995,76.23068,1564.51,Van,DRV061,13.9,2023-03-17 08:57:00,2023-03-19 19:01:56.256426,2023-03-19 18:57:56.256426,7,Cloudy,City,-4.0,0
DLV003551,Hyderabad,Ahmedabad,17.286438,78.515099,22.645239,72.611507,857.51,Motorcycle,DRV100,23.64,2023-07-05 15:16:00,2023-07-06 22:08:12.894434,2023-07-06 21:58:12.894434,7,Snow,Rural,-10.0,0
DLV003552,Patna,Pune,25.31042,85.143433,18.986412,74.303731,1318.47,Truck,DRV040,6.38,2023-01-19 16:14:00,2023-01-22 10:09:24.671810,2023-01-22 10:09:24.671810,5,Snow,City,0.0,0
DLV003553,Patna,Vadodara,25.777835,85.435414,21.983627,73.402859,1293.43,Motorcycle,DRV073,3.41,2023-10-07 16:07:00,2023-10-08 10:47:26.221037,2023-10-08 10:41:26.221037,1,Cloudy,Highway,-6.0,0
DLV003554,Coimbatore,Pune,10.629959,76.564244,18.744757,73.498415,960.58,Truck,DRV048,9.24,2023-12-07 19:26:00,2023-12-09 13:34:43.551061,2023-12-09 16:20:43.551061,7,Rain,City,166.0,1
DLV003555,Vadodara,Ahmedabad,22.274932,73.038182,23.073004,72.777876,92.67,Van,DRV023,8.73,2023-08-29 10:14:00,2023-08-29 12:55:15.091891,2023-08-29 12:47:15.091891,9,Snow,Highway,-8.0,0
DLV003556,Kanpur,Patna,26.414235,80.229716,25.95601,84.968452,475.56,Van,DRV021,53.8,2023-03-10 16:01:00,2023-03-11 08:39:40.040014,2023-03-11 08:35:40.040014,8,Clear,City,-4.0,0
